sentimen llm,tweet_with_tags
negatif,"Mbun's emang enaaakk banget.. Pernah beli di shopee food, itu pas sampe beneran masih anget banget <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>.. Offline storenya di bintaro, kak tasyi <Wajah Tersenyum Dengan Mata Hati>"
positif,"suara musik openingnya kegedean, langsung pengeng setengah kuping w (w lg pake buds di satu kuping doang) <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>"
negatif,Gara2 liat brownies nya duhhh jadi langsung cek ke shopeee orderrr.. akubpencinta brownies .. terimakasih ka tasyi rekomendasi ny <Hati Merah><Hati Merah>
negatif,Ih samaa aku lgi ngidam brownies pas liat ini ngiler bgt jadi langsung co di tt shop <Wajah Menangis Gembira>
negatif,mbunn terdebest sii terutama cheese lava tekstur melted hampir tiap hari orderr<Tertawa Terpingkal-Pingkal>
negatif,"AAAAA ADA MBUN BROWNIES FAVORIT GUWEH!!!! 🥹<Hati Merah>️

Beneran pls itu brownies enak parah apalagi kalo teksturnya melted🫠 tapi Cheese Lavanya lebih best parah sih no debat<Wajah Mencium Dengan Mata Tersenyum><Hati Merah>️✨"
negatif,kaget bgt suara openingnya <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang> btw penasaran bgt ama cumi fingers butter rice nya yang dapet 10/10 dari kak Tasyi <Wajah Lelah Lesu>
positif,Makanan reting terendah lanjutin dong<Wajah Menangis Gembira>
netral,Kak tasyi musik openingnya pake musik horeg <Wajah Menangis>
negatif,"iya banget lagi, squid sour fingers butter rice enak banget <Wajah Menangis Kencang>"
negatif,Ka Tasik tolong review seblak enak menurut ka tasyi<Wajah Menangis Gembira><Hati Merah>
netral,Hjkjiiu 3:57 ghhhuuuyyyy<Hati Merah>ff
negatif,Banci² semua<Wajah Menangis Gembira><Wajah Menangis Gembira>
positif,Bikin tambah napsu makan<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,Mantap pooll<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,"Apaan palingan bumbu nyegrek ke idung, kunyit lengkuas gitu yang utama, sop sayur juga enak..gua bisa bikinnya.., jeruk nipis sama gula es batu juga seger, segitunya banget dah..,hahaha<Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup>lucu banget dah<Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup>"
netral,"Tidur,malang,,cari,rejeki,paak,,👮🏻<Bintang Putih Sedang>"
positif,Liat inces makan tuh asli ya bikin laper jadi pengen<Wajah Menangis Gembira>
positif,Bikin laper yg nonton aja<Wajah Menikmati Makanan Lezat>
positif,"Bikinnn laperrr, jadiii krucukk² perutttt iniii liatt nyaaa<Wajah Mengiler><Wajah Mengiler>"
negatif,Bikin laper hostnya kocak bgt bikin betah nontonnya<Wajah Menangis Kencang><Hati Merah>️
negatif,"Jadi pengen ikutan makan disana, maknyos yah<Wajah Menangis Gembira>"
positif,"Bikin laper banget nihhh, apa karna efek hostnya yang asik juga yak?<Wajah Mengiler>"
negatif,Duo rumpi <Wajah Menangis Gembira>
negatif,Enak banget<Hati Merah>
positif,wkwkw gapernah gaa heboh duo ini<Wajah Menangis Gembira>
netral,"Puasa taun lalu, seru<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ga kerasa sebentar lagi udah mau ramadhan aja"
positif,Anwar klo makan selalu bikin ikut laper <Wajah Menangis Gembira>
positif,"Bikin laper selallu bikin ngiler, pingin makan <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,Acaranya kereeen <Hati Merah>
negatif,Luar biasa <Hati Merah><Hati Merah><Hati Merah>
positif,"acara bikin laper, bener' bikin laper ngiler banget ngeliat menu' nya <Wajah Bertahan Menderita><Wajah Mengiler>"
negatif,Q suka banget acara ini.. <Jempol Ke Atas>
positif,"Wihh...cabenya Menyala ,endol endol ,laper2 lagi perut di buatnya <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Mengiler>"
negatif,"Setiap anwar yg ngevlog bawaan jadi semangat banget, selalu ngiler liat dia makan <Wajah Mengiler><Wajah Mengiler>"
negatif,Ini adalah channel tv favoritku sekali setiap hari<Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah><Hati Merah>
positif,tergodaaa samaaa cumi nyaaaaaaa<Wajah Menangis>
positif,Laperr lihatnya<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Acara idola  Q ni bikin laper🎉 si Anwar yg slalu bikin tawa trs pokok'y gokil apalagi ada kata2 d'uweg2<Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,"Wah mantap,sukses selalu<Jempol Ke Atas>"
positif,Bikin  laper  aja  kak<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,"Amperaaa, ini kesukaan klrg ku cucok utk bukber, bentar lg mau puasa nih..  menunya mantaap kita bs pilih2 krn bnyk menunya, cocok utk lidah indonesia...<Jempol Ke Atas>"
negatif,sukses selalu<Hati Merah>
positif,Klo liat mereka berdua baawane laper dan ngakak<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,"Tontonan setiap sore nih, seru banget emangan anwar<Wajah Menangis Gembira>"
negatif,"Kak mantep bangett, bikin laper perut aja nihhhh<Hati Merah>"
positif,Bikin laper selalu <Wajah Memeluk>
netral,"Kak anwar dan kak inces paling bisa deh kalau ngerivew, bawaan jadi ikut lapar<Wajah Menangis Gembira>"
netral,Ditunggu konten selanjutnya <Wajah Tersenyum Simpel>️
negatif,Chenel yg selalu bikin ngiler nih. Suka sekali<Wajah Menangis Gembira>
negatif,Emang 2 orang ini kalau digabungin bakalan rame banget<Wajah Menangis Kencang> jadi kosyaakk selama nonton
negatif,"Menarik bangett,pilihan banyakkk jos gandossss <Wajah Menangis Gembira><Wajah Menangis Gembira>"
positif,Bikin laperr ngeliatnya <Wajah Terperangah Terbuka><Hati Merah><Hati Merah>
negatif,"menunya bikin ngiler, hostnya bikin seru yg nonton<Wajah Menangis Gembira><Hati Merah>"
negatif,Banyak sekali menu nya.<Wajah Mengiler>
negatif,Mantap semangat kak <Jempol Ke Atas>
negatif,"bikin ngiler<Wajah Mengiler>
sukses terus bg"
negatif,Anwar lucu banget sih.. bikin ngiler ngak tuh<Wajah Mengiler>
negatif,Sukses selalu untuk chanel nya <Jempol Ke Atas>
positif,Jadi bikin laperrr <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Mantap nih kak kalo sampe sini<Wajah Menangis>
negatif,Semangattttt kakkkk<Hati Merah>
negatif,bikin lperrr<Wajah Menangis Gembira><Wajah Menangis Gembira>
positif,Bikin laper semua approve<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>
positif,Bikin laper juaraaaaa<Tertawa Terpingkal-Pingkal><Wajah Mengiler>
netral,Channel favorit<Hati Merah>
positif,Bikin laper benerr liatnyaaaa. Hostnya pun bikin ngakak <Wajah Menangis Gembira>
negatif,Konten nya bagus <Jempol Ke Atas>🏻 menarik banget<Jempol Ke Atas>🏻 semngt trus ngontennya <Jempol Ke Atas>🏻
negatif,Wah bikin ngiler<Wajah Mengiler>
netral,"Gak bisa tahan kalo dah liat telur dadar plus sambal<Wajah Terperangah Terbuka>,thank for info"
negatif,ngiler banget liat sayur asemnya <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>
negatif,Wih banyak lauknya<Wajah Terperangah Terbuka>
negatif,"Bikin laperr, Dengan Host yang paling bikin ngiler <Hati Merah><Hati Merah><Hati Merah>"
positif,Anwar emg heboh dari dulu<Wajah Menangis Gembira>
negatif,jadi pengen sayur asem<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
positif,bikin laper nih beneran bikin laper kalo ditonton HAHA<Hati Merah>
positif,Bikin laper acaranya makan enak tuh<Wajah Menangis Gembira>
negatif,<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>Ngilerrrrrrrrr SAYUR ASEMMMMMMMMMMM
negatif,Wahh bkin ngilerr bgt. Jdi pengen makan. Semangat trus ngontennya<Jempol Ke Atas>
positif,Bikin laper aja ka <Wajah Menangis>
negatif,Lucu liat hostnya... Ketawa ketawa sendiri <Wajah Menangis Gembira><Wajah Menangis Gembira>
positif,Jadi laper gw bjirr<Wajah Mengiler>
negatif,Mantap kontennya bang ngiler banget<Wajah Mengiler>
negatif,"The best bikin laper, bikin ngiler <Hati Merah>"
negatif,Bikin laper<Jempol Ke Atas>🏻
negatif,Selalu suka bangett liatt konten konten gini<Wajah Tersenyum Dengan Mata Hati>
negatif,Acara yang bikin gw laperr<Wajah Menangis Gembira>
positif,"Klo anwar yg bawain ikut senang <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Dengan Mulut Terbuka><Wajah Menyeringai Dengan Mata Tersenyum>ples jadi laper, makan ples nonton anwar yg bawain rasanya sangat² puas<Wajah Tersenyum Simpel><Wajah Tersenyum Simpel>"
netral,​ @Masaldi-g4r  mantab ga mau bayar 🗿<Tepuk Tangan>🏻
netral, @abifathurrohman5230  <Wajah Termenung Sedih><Wajah Menangis Kencang><Wajah Menangis Kencang><Tangan Merapat Berdoa>
positif,"Pernah, makan bakso zonk, padahal lagi laper <Wajah Menangis Kencang><Wajah Menangis Kencang>"
netral,"Pernah makan ayam geprek mang, si tepung ayamnya belom mateng. Benyek, basah, berpasir <Wajah Menangis Gembira>"
positif,"Ada mank,,, gw beli martabak bumbu kari, dan itu karinya rasa kaos kaki busuk,, mana harganya lumayan, sekitar 60rb,,,, keknya itu bumbu karinya udh kadaluarsa or maybe kaos kaki abangnya nyemplung,,,, sumpah itu gw muntah sejadi2nya <Wajah Mual>"
positif,"Pernah beli nasgor gerobak yg jual kakek-kakek, rasanya aneh banget, nasinya kayak udh apek, cuma kuat makan 2 suap<Wajah Mual>"
positif,"Makan sate kambing 50.000 tapi dagingnya alot bener kayak karet terus satu tusuk itu kan isinya 4 potong daging/lemak gitu lah nahh ini dagingnya kecil di ujung 3 potong sisanya lemak <Wajah Terbalik><Wajah Terbalik> 

Terus waktu bayar abangnya bilang "" hehe maaf ya mas tadi dapat daging tua"" 

Dalam hati ""Asyuu gakk bilang dari kemarin"""
positif,"Bakwan 10K dapet 6 biji pesennya 3 piring,digoreng pake oli,dimakan udh kaya ngemil tangki Pertamina,mana benyek sambelnya asin bet ,sialnya gua dan adek gua makan ditempat ,ngak enak klo gak habis....mau kabur gak enak ama pemiliknya<Tertawa Terpingkal-Pingkal>"
positif,"Pernah, makan bebek goreng di depan stasiun malang tahun 2010an. Udah nunggu masaknya sejam lebih, datang makanan yg dimakan karet, bumbu kaga berasa, ukuran kecil, mahal pula. Pulang perut sakit pula <Tertawa Terpingkal-Pingkal>"
positif,"Pernah, lagi pengen bebek bumbu hitam madura gitu, eeeh nemu dong pas lewat, kaki lima konsepnya, gw makan gak sesuai dengan ekspektasi maaaank <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>gosa gw jelasin yaaa, yg jelas cukup bayangin bebek itu tuh bisa SUKSES DIET *jadi hilang nafsu selera makan"
negatif,Makan SOP sayur tpi kayak SOP rumah sakit <Wajah Mual> itu pas puasa padahal gw udh seneng2 <Tertawa Terpingkal-Pingkal>
netral,"Aku pernah kak, pesen mie ayam di online, awal² terlihat biasa aja, setelah di aduk² biar bumbu tercampur rata eh malah nemuin ulat hijau<Wajah Menangis Kencang>bersyukur belum aku cicipi tuh🤮
Cepet² aku komplen ke aplikasinya & Alhamdulillah saldoku ditransfer balik"
positif,Jgn sampe pernah <Tertawa Terpingkal-Pingkal>
positif,"Pernah pesan Mie ayam,Penyajiannya tuh cuma Mie di kasih kecap sama di kasih ayam suir doang tanpa bumbu dan penyedap rasa sama sekali,Rasanya cuma manis kecap doang ayamnya juga udah bau apek sayurannya Bisa di hitung pake jari,kalo di bandingi sama mie ayam di tempat lain Harganya menurut aku lumayan mahal untuk seporsi mie ayam (Sorry maksud aku Mie kecap pake ayam suir doang) <Tertawa Terpingkal-Pingkal>"
negatif,Makan di salah satu resto ayam goreng terkenal. Ayamnya kaya benyek amis dan masih ada darah didalamnya.. <Wajah Lelah Lesu><Wajah Lelah Lesu><Wajah Lelah Lesu><Wajah Lelah Lesu>
positif, @JendralFakboi  cok <Tertawa Terpingkal-Pingkal>
positif,Pernah... beli hotplate chiken yg dateng tempe kripsi <Wajah Tersenyum Simpel><Wajah Tersenyum Simpel> mana tipis kaya cawat duda lagi anjir lah
netral,Pernah bang <Tertawa Terpingkal-Pingkal>
netral,Makan bareng temen eh makanannya dia (ayam) ada uletnya gerak gerak <Tertawa Terpingkal-Pingkal> auto udahak dan blacklist tuh tempat makan.
negatif,"Sering, apalagi online di gambar enak, pas sampe...pernah diare sampe 3 hari beli yg promo2<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
positif,"Kalo gw bakso lobster juga. Ada yang jualan di daerah gw, harga kisaran 50-80 ribuan. Beberapa poin penjualan mereka ya.. cuma tulisan ""BAKSO VIRAL"" dan review dari konten kreator lokal (sampai dipajang di tembok wkwk).

Yang gw rasain sih.. bakso nya decent, kuahnya mungkin kurang rasa, tapi untuk lobster nya ini.. tasteless banget. Gaada rasanya sama sekali, padahal biasanya manis2 gimana gitu. Mana ukurannya bikin nangis, padahal mesen yang medium.

Lesson learned: jangan beli makanan yang pakai kata2 ""VIRAL"", biasanya bakalan gacha parah <Wajah Menangis Gembira><Wajah Menangis Kencang>"
positif,"Aku prnh, bli  seafood ky miting lobster gt tp bkn miting  lobster ia, seafood ny udh bau d komplen krn lobster ny udh hitam hancur ky bubur gk terima bilng ny seafood ny fresh ky gtu krn k matengan <Wajah Menangis Gembira>, ia kali di kira gk ngrti mna yg frsh mna yg gk, sgtu q cm komplen lewat cht cm skdr ngsih tau aj ksian jg kn kl kena d yg lain mungkin udh lngsng nulis riview jlek aj, krn wkt it q deliv jg tp yg jual ny gk terima pdhl udh d ksh foto <Wajah Menangis Gembira> gk minta gnti jg q cm mengingatkan kl mknan dy it udh gk sgar"
positif,Jangan hina makanan orang kalo gak enak buang saja depan tokonya<Tertawa Terpingkal-Pingkal>
positif,"Pernah,,di rest ayam goreng ternama,,ayam nya busuk sampe warna ijo2 GT dan bau banget,,,heran tuh karyawan gak sortir ato emang gak tau,,,ato bodo amat tetep masak dan jual itu ayam busuk <Wajah Tersenyum Sinis>,,,jijik"
negatif,"Sate jeroan di bubur ayam ada telur lalat, gudeg rasa manis banget, ada yang anyep(hambar) <Tertawa Terpingkal-Pingkal>"
positif,Sad snack mungkin<Wajah Menangis Gembira> masih inget pas kecil Sd mungkin? Beli coklat dan itu dah basi dimakan sampe nyetrum dimulut tengik asem pokony ky nyetrum langsung dilempar jauh2
netral,"Pernh beli pedas manis udh di grabfoob, gambar udangnya bnyk..harga 36k kalau gasalah...dptnya 4 biji dan kcl bgt<Wajah Tanpa Ekspresi>"
negatif, @xmen8534  lah memang fakta coy mencemarkan gimana kalo makanannya memang seperti itu trus viewer lebih suka review sucks food dari pada fake review <Wajah Menyeringai Dengan Mata Tersenyum>
netral, @xmen8534  Apa jangan2 lu salah satu seller sad food yg dia review macam Kang bubur sumsum <Wajah Menangis Gembira> bisa jadi lu yg jual Bubur sumsumnya wkwk
negatif,sad food buat gw ketika gw nyoba makan di warteg kharisma<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
positif,Hahaha..no..no..no...takut keracunan <Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum>
positif,"baso cumi,tpi cuminya cumi karang<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>sekedar info
salah 1 cumi yg gk enak dan tintanya itu bisa bikin sakit perut.
karna gw tau mana cumi yg wajar sama nggk.
karna gw juga 5th krja d laut,thanks<Tangan Merapat Berdoa>"
positif,"Mesen ayam shihlin (snack Taiwan) tp bukan shihlin yg di mall mall, ini shihlin lokal umkm yg ga ada rating di grabfood

Pas dateng dan nyobain, kek ga ada daging ayamnya, cuma tepung ae yg digoreng mana keras lagi <Wajah Tanpa Ekspresi>"
positif,"Pernah mank , dulu pas pulang sekolah beli sate ayam , keras banget dagingnya , mana bau amis , trs sambel kacangnya kek air doang ga ada rasa kacangnya , mana kecil kecil banget , mending gw kasih makan ayam gw lah<Tertawa Terpingkal-Pingkal>"
positif,"Pernah bang, beli makanan di Kopi St*dio 24, nasi kulit sosis kalo gasalah,  bneran kaget bgt krn isinya wow, kulit bner"" kecil"" trus dikit, sosis jga cmn brapa potong tok, abis tu cmn kek dikocok ama boncabe + bubuk balado doang, pun dikit bgt + lgi nasinya udh kek bubur dicetak, udh kaga keliat lgi itu butiran nasinya , udh ilang bgt mood buat makan, mana pas lgi kerja, udh capek, laper, nunggu pesenan lama, eh yg dateng kek begituan bentukannya :"" 
Thx bang <Tangan Merapat Berdoa>🏻"
netral,"Pernah mkan mie ayam, ayamnya cuman dimasak pakai kunyit dan garam doang.. ngga ada rasa bumbu apapun..  mana kuahnya cuman pkai air rebusan mienya <Tertawa Terpingkal-Pingkal> padahal lagi laper banget, tapi tetap ngga kemakan.. <Wajah Menangis Gembira>"
negatif,"Pernahh bang sekali..<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> Saya beli Sadfood cemilan Seafood baby crab krispy seingat sya klo gak salah, yg sama cangkang2nya pun bs di mkn pake nasi jg katanya di online, ada rasa balado, manis, sama rasa yg regular. Nah jd krn penasaran sya akhirnya order ketiga rasa itu krna lg promo jg katanya kan<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> Trs pas brgnya sampai saya cb lah yg rasa balado dlu, nah pas saya cobaa ternyata rasanyaa.. Ampunn dah Gak sesuai ekskpektasi bgtt & gak seenak iklannya pas sya tonton gitu loh bng<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> Dgn harga yg katanya promo tp menurut sya msh mahal🤭 Ok lah brp pun harganya klo mmg bnr2 enak gak masalah bng<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ini udh harganya msh agak mahal, rasanya tuh pertama kyk mkn tulang bng<Wajah Menangis Gembira> jd baby crabnya msh agak keras digigit, gitu jg pas ade2 sya nyobain bilangnya bng<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> kedua bumbunya tuh gak pedes2 amat, tapi kyk nyengatt bgtt di hidung bng jd pas di telen kyk ngendap di tenggorokkan bumbunya itu kyk lengket gt, trs bau amisnyaa, ampun dah bng keciuman bgtt juga..<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> Setelah itu mulut jd agak gatel2 jg rasanya, trs malah nyebar ke seluruh tubuh<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> udh rasa gak enak, bau amis bikin eneg, malah jd korban kena alergi jg bng smlmn gak bs tidur<Wajah Menangis Gembira> auto tak kasihkan ade2 saya semua bng pdhl baru 2/3 suap aj itu. Wkwk
(klo ada yg tanya knp udh tau alergi seafood malah beli cemilan baby crab? Ok jd selama ini tuh saya taunya alergi udang, apalagi udang lobster. Tp klo cumi2 & kepiting gak prnh ada riwayat alergi. Tp ternyata stlh beli baby crab ini jd tau klo bisa alergi jg. Kirain gpp wkwk)"
netral,Another Masterpiece from mr. Culinary salam dari 2024<Tertawa Terpingkal-Pingkal>
positif,"Pernah, pesen online.. Ikan gurami nya gosong, keras, pahit,kecil seukuran kotak rokok.. Gabisa di makan<Wajah Menangis>"
negatif,Aku pernah nyobain bakmie seafood <Wajah Menangis>. Udangnya busuk rasa udang gak segar dan langsung ancur ketika dimakan baunya beda. Lalu cuminya juga sama <Wajah Menangis>padahal lagi laper banget. Aku lihat ratingnya 4 <Wajah Menangis><Wajah Menangis>
negatif,"baru kemaren demam, gw beli gulai ampela pdhl lidah gw lagi pahit. ampelanya jadi pahit luar biasa sampe ngga kemakan lagi<Wajah Menyeringai Dengan Mata Tersenyum>"
positif,"Ada awal 2021 pas makan cumi dan sotong bakar yg di pasal lama tangerang, Ga tau apa gua yg ga paham sama kematangan makanan apa gimana , tapi rasanya Bener2 amis, agak blm matang, trs ada lendir2 gtu<Wajah Menangis Gembira>"
positif,Ga pernah mank<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>👆
positif,"4 tahun lalu zaman kumis msh tipis"" <Wajah Menangis Gembira>"
netral,8:23 musiknya <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Aku bang<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
netral,Itu harusnya dimasak lagi bang<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> diangetin
netral,"Aku pernah kak pesen mie ayam di online, awal² terlihat biasa aja, setelah di aduk² biar bumbu tercampur rata, eh malah nemuin ulat hijau<Wajah Menangis Kencang>Bersyukur belum aku cicip tuh
Cepet² aku komplen ke aplikasinya & Alhamdulillah saldoku ditransfer balik"
