,tweet emoji,sentimen llm,tweet_with_tags
1674,"Abis ngecek salah satu aplikasi buat belanja online dan terkejut. Harga masker 30k/box. Oke, beli deh gapapa masih make sense harganya. Pas mau di checkout dan cek ongkir, 850k. Ongkir doang. Monmaap ni ya, itu pengiriman darimana? Pluto? 😠",negatif,"Abis ngecek salah satu aplikasi buat belanja online dan terkejut. Harga masker 30k/box. Oke, beli deh gapapa masih make sense harganya. Pas mau di checkout dan cek ongkir, 850k. Ongkir doang. Monmaap ni ya, itu pengiriman darimana? Pluto? <Wajah Marah>"
1675,"Aku nih udah cemas, takut skripsi banyak revisi 😛",negatif,"Aku nih udah cemas, takut skripsi banyak revisi <Wajah Menjulurkan Lidah>"
1676,Gimana klo ada guru yang suka makan jam pelajaran lain? Ngeri gurunya ya ga makan nasi lagi 😛,netral,Gimana klo ada guru yang suka makan jam pelajaran lain? Ngeri gurunya ya ga makan nasi lagi <Wajah Menjulurkan Lidah>
1677,Udara dingin tuh bisa gw nikmatin betul2 sebelum nikah sih. Kalo udah kenal kawin mah maunya di rumah aja. Heran deh. Hahahaha 😛 salam dari laki2 yg ga kenal seks sblm nikah. Pengembaraanku berhenti stlh kawin. Xiixixixi,netral,Udara dingin tuh bisa gw nikmatin betul2 sebelum nikah sih. Kalo udah kenal kawin mah maunya di rumah aja. Heran deh. Hahahaha <Wajah Menjulurkan Lidah> salam dari laki2 yg ga kenal seks sblm nikah. Pengembaraanku berhenti stlh kawin. Xiixixixi
1678,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik... 😠",negatif,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik... <Wajah Marah>"
1679,Benci gw setiap wat nyanyi pasti di akhir lirik matanya natap si tine.. 😛 Beruntung bgt lu tineeeee,negatif,Benci gw setiap wat nyanyi pasti di akhir lirik matanya natap si tine.. <Wajah Menjulurkan Lidah> Beruntung bgt lu tineeeee
1680,"kan,hmmm 😛 tak sabar plus penat plus nk ada duit",netral,"kan,hmmm <Wajah Menjulurkan Lidah> tak sabar plus penat plus nk ada duit"
1681,"bangga donggg, udh bisa bikin kelompok drumband nih wkwkwk 😛",positif,"bangga donggg, udh bisa bikin kelompok drumband nih wkwkwk <Wajah Menjulurkan Lidah>"
1682,"Si ezol blm plng"" q mlh mimpi aneh bgt y Allah.. da yg mayat tiba"" bangun trs mnt maaf sm ibu bpk da yg iwan udh plng mlh q gk ketemu sm Ezol lg da yg q marai ezol trs ezol marah dan pergi dr rumah q.q kejar udh gk bs da yg q udh menikah sm org trs ezol slh phm blok semua akun q. 😠💣💔",negatif,"Si ezol blm plng"" q mlh mimpi aneh bgt y Allah.. da yg mayat tiba"" bangun trs mnt maaf sm ibu bpk da yg iwan udh plng mlh q gk ketemu sm Ezol lg da yg q marai ezol trs ezol marah dan pergi dr rumah q.q kejar udh gk bs da yg q udh menikah sm org trs ezol slh phm blok semua akun q. <Wajah Marah><Bom><Hati Patah>"
1683,nanti nadip terpesona 😛,netral,nanti nadip terpesona <Wajah Menjulurkan Lidah>
1684,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik... 😠",negatif,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik... <Wajah Marah>"
1685,Woy gugup 😛,netral,Woy gugup <Wajah Menjulurkan Lidah>
1686,Syukur alhamdulillah 😊 smoga lolos ucl musim depan dan optimis tetep di puncak klasemen,positif,Syukur alhamdulillah <Wajah Tersenyum Dengan Mata Tersenyum> smoga lolos ucl musim depan dan optimis tetep di puncak klasemen
1687,Lama lama makan 😛,negatif,Lama lama makan <Wajah Menjulurkan Lidah>
1688,"bila lagi nak larang penggunaan lori uzur di jalanraya, rakyat lain sengsara hadap jam setiap hari. Business owners saja 😠 Nak kaut untung dan hidup senang, rakyat lain susah tak pa.",negatif,"bila lagi nak larang penggunaan lori uzur di jalanraya, rakyat lain sengsara hadap jam setiap hari. Business owners saja <Wajah Marah> Nak kaut untung dan hidup senang, rakyat lain susah tak pa."
1689,terlampau penat sampai tak tau nak pura pura okay 😛,netral,terlampau penat sampai tak tau nak pura pura okay <Wajah Menjulurkan Lidah>
1690,Duka daya ne sai dai idan photoshop kikayi kika turo mishi 😛,netral,Duka daya ne sai dai idan photoshop kikayi kika turo mishi <Wajah Menjulurkan Lidah>
1691,iya emg cuman kan dari sekian banyak anak nct yg dipilih tuh jeno. that's why kita bangga sama dia 😛,positif,iya emg cuman kan dari sekian banyak anak nct yg dipilih tuh jeno. that's why kita bangga sama dia <Wajah Menjulurkan Lidah>
1692,"mau nahan juga malah jadi nyakitin diri sendiri 😛 gasii hmm gimana ya, b aja sih cuma kalo udah keseringan bgtbgtbgt risih liatnya. 16",negatif,"mau nahan juga malah jadi nyakitin diri sendiri <Wajah Menjulurkan Lidah> gasii hmm gimana ya, b aja sih cuma kalo udah keseringan bgtbgtbgt risih liatnya. 16"
1693,mon maap kalo w diginiin risih 😛,netral,mon maap kalo w diginiin risih <Wajah Menjulurkan Lidah>
1694,"Lucu bgt sih kalo kecewa gini aku, haha 😛",netral,"Lucu bgt sih kalo kecewa gini aku, haha <Wajah Menjulurkan Lidah>"
1695,"OH... WOW.. AKU.TERKEJUT PERCAYA GA SI W NGOMONG ""GILA GILA GILA GILA 99+"" literally di ulang ulang wkwkwkkw 😛",netral,"OH... WOW.. AKU.TERKEJUT PERCAYA GA SI W NGOMONG ""GILA GILA GILA GILA 99+"" literally di ulang ulang wkwkwkkw <Wajah Menjulurkan Lidah>"
1696,"liat profil twttr nya piatek mas.... agak kecewa sih cuma mo gmn lg, setelah ganti nomer punggung jd bapuk 😕",negatif,"liat profil twttr nya piatek mas.... agak kecewa sih cuma mo gmn lg, setelah ganti nomer punggung jd bapuk <Wajah Bingung>"
1697,weh ani je tak penat weh hahahaahsha 😛,positif,weh ani je tak penat weh hahahaahsha <Wajah Menjulurkan Lidah>
1698,Udah sabar dari dulu.. Muak 😠,negatif,Udah sabar dari dulu.. Muak <Wajah Marah>
1699,Kok bisa gitu ya wkwkwk 😛 ato mungkin dia gugup?,netral,Kok bisa gitu ya wkwkwk <Wajah Menjulurkan Lidah> ato mungkin dia gugup?
1700,"Ya bayangin lah kamu punya bias dikatain plastik, atau dikatain jelek. Mau gak? Yaudah, kalau dari awal kamu nggak ngomong aneh2 pasti kamu gaakan diginiin. Aku juga tersinggung kalo hobiku dijelekin orang. Memang dia ngomongnya kasar itu ga boleh, tapi dari km harus introspeksi. 😠",negatif,"Ya bayangin lah kamu punya bias dikatain plastik, atau dikatain jelek. Mau gak? Yaudah, kalau dari awal kamu nggak ngomong aneh2 pasti kamu gaakan diginiin. Aku juga tersinggung kalo hobiku dijelekin orang. Memang dia ngomongnya kasar itu ga boleh, tapi dari km harus introspeksi. <Wajah Marah>"
1701,takut cicak. gw juga bakal takut kalo satu ruangan sama cicak 😛,netral,takut cicak. gw juga bakal takut kalo satu ruangan sama cicak <Wajah Menjulurkan Lidah>
1702,Iyaaa ternyata beomie ke backstage ngobatin luka dia 😛 Sebenarny gue pribadi dari tadi emang khawatir juga cuma tetep thinking positive trus ingetin moa yg lain Tp naluri seorang ibu(?) selalu benar wkwk ternyata beomie kenapa2 Syukur lah cuma luka kecil,positif,Iyaaa ternyata beomie ke backstage ngobatin luka dia <Wajah Menjulurkan Lidah> Sebenarny gue pribadi dari tadi emang khawatir juga cuma tetep thinking positive trus ingetin moa yg lain Tp naluri seorang ibu(?) selalu benar wkwk ternyata beomie kenapa2 Syukur lah cuma luka kecil
1703,Sedih aku bukannya streaming eh ada yg download mv mas kapas 😔,negatif,Sedih aku bukannya streaming eh ada yg download mv mas kapas <Wajah Termenung Sedih>
1704,"Hari ini aku dapet kabar pengumuman nama-nama siswa yang terdaftar di SNMPTN 2020. Dan setelah aku cek di laman web nya, ternyata namaku gak ada. Aku nangis sejadi-jadinya saking kecewa berat akan hal itu. Ternyata otakku gak setinggi itu ya :(",negatif,"Hari ini aku dapet kabar pengumuman nama-nama siswa yang terdaftar di SNMPTN 2020. Dan setelah aku cek di laman web nya, ternyata namaku gak ada. Aku nangis sejadi-jadinya saking kecewa berat akan hal itu. Ternyata otakku gak setinggi itu ya :("
1705,Esokla pantek sksksksk mok tido aku penat HAHAHAHAAH 😛,netral,Esokla pantek sksksksk mok tido aku penat HAHAHAHAAH <Wajah Menjulurkan Lidah>
1706,Kadang syukur 😊,positif,Kadang syukur <Wajah Tersenyum Dengan Mata Tersenyum>
1707,belom berani ber iklan sih takut boncos 😛,netral,belom berani ber iklan sih takut boncos <Wajah Menjulurkan Lidah>
1708,"Prnh ketemu org tatoan di gereja gatau si gereja mana (yg jelas bukan gereja w) cowo cakep tatonya lumayan banyak di tgn, trs w lgsg yg kaya terpesona gtu bukan karena cakepnya asli tp karena dia tatoan dan g malu ke gereja huhu maw bgt... 😛",netral,"Prnh ketemu org tatoan di gereja gatau si gereja mana (yg jelas bukan gereja w) cowo cakep tatonya lumayan banyak di tgn, trs w lgsg yg kaya terpesona gtu bukan karena cakepnya asli tp karena dia tatoan dan g malu ke gereja huhu maw bgt... <Wajah Menjulurkan Lidah>"
1709,"eh gue nemu miranda versi gede nih, kemarin gue pake puas banget anjrit 😛 parahhh",negatif,"eh gue nemu miranda versi gede nih, kemarin gue pake puas banget anjrit <Wajah Menjulurkan Lidah> parahhh"
1710,Tandanya dia kecewa dengan diri dia sebab tak mampu bagi kasih sayang yang yg secukupnya dkt org yg dia cinta 😔,negatif,Tandanya dia kecewa dengan diri dia sebab tak mampu bagi kasih sayang yang yg secukupnya dkt org yg dia cinta <Wajah Termenung Sedih>
1711,Takut projek hilang kot 😛,negatif,Takut projek hilang kot <Wajah Menjulurkan Lidah>
1712,So true my crush already have a gf but bila jumpa dia yaallah perasaan suka tu masih ada 😛 penat dibuang,netral,So true my crush already have a gf but bila jumpa dia yaallah perasaan suka tu masih ada <Wajah Menjulurkan Lidah> penat dibuang
1713,"Kataku dua bulan lalu, padahal ngeliat member sendiri-sendiri dan buat group baru aja udah ga sanggup dan langsung galau. Salah ga sih aku berharap X1 jadi utuh lagi? 😔 Sedih",negatif,"Kataku dua bulan lalu, padahal ngeliat member sendiri-sendiri dan buat group baru aja udah ga sanggup dan langsung galau. Salah ga sih aku berharap X1 jadi utuh lagi? <Wajah Termenung Sedih> Sedih"
1714,Aku banget gugup dikit juga bawaannya pengen stay di toilet 😛,netral,Aku banget gugup dikit juga bawaannya pengen stay di toilet <Wajah Menjulurkan Lidah>
1715,"Karna kalo kamu menahan nangis takut kejadian kaya aku. 😛 Kasian dirimu bisa di benci org lain, kasian nanti kamu gak ada temennya, kasian kamu juga nanti di omongin tetangga, kasian kamu juga di musuhin satu rumah. Jangan kaya aku yah. Semoga menjadi pelajaran",negatif,"Karna kalo kamu menahan nangis takut kejadian kaya aku. <Wajah Menjulurkan Lidah> Kasian dirimu bisa di benci org lain, kasian nanti kamu gak ada temennya, kasian kamu juga nanti di omongin tetangga, kasian kamu juga di musuhin satu rumah. Jangan kaya aku yah. Semoga menjadi pelajaran"
1716,yasssssssss. muak dah 😛,negatif,yasssssssss. muak dah <Wajah Menjulurkan Lidah>
1717,"PLISS GAISS JGN DIKASIH PANGGUNG, APALAGI DI DM DM KEK YG KMRN TU JINGAN JUANCO ASU JANGAN KASI PANGGUNG PAHAM KAGA DUH GUSTI AK MURKA 😠💣💔",negatif,"PLISS GAISS JGN DIKASIH PANGGUNG, APALAGI DI DM DM KEK YG KMRN TU JINGAN JUANCO ASU JANGAN KASI PANGGUNG PAHAM KAGA DUH GUSTI AK MURKA <Wajah Marah><Bom><Hati Patah>"
1718,Katanya nyokap tau yg terbaik pih. Tp sedangkan bokap gue aja ngebalikin lagi ke gue. Gamau kesel tapi gimana yaallah tiap taun kejadian mulu kayak begini. Udh 2 taun 🤯 juga sama bahasan nikah jodoh taaruf dll,negatif,Katanya nyokap tau yg terbaik pih. Tp sedangkan bokap gue aja ngebalikin lagi ke gue. Gamau kesel tapi gimana yaallah tiap taun kejadian mulu kayak begini. Udh 2 taun 🤯 juga sama bahasan nikah jodoh taaruf dll
1719,"PERNAH DIPUTUSIN GEGARA TEMEN COWO NGEBALES STORY IG ""EH SIA TIIRAHA RESEP KOPI"" DOI LANGSUNG MURKA DAN AING GA NYESEL NGEIYAIN PAS DIA BILANG PUTUS. 😠💣💔",negatif,"PERNAH DIPUTUSIN GEGARA TEMEN COWO NGEBALES STORY IG ""EH SIA TIIRAHA RESEP KOPI"" DOI LANGSUNG MURKA DAN AING GA NYESEL NGEIYAIN PAS DIA BILANG PUTUS. <Wajah Marah><Bom><Hati Patah>"
1720,Terkejut dengan kemunculan figuran pada ending itaewon class 😛,netral,Terkejut dengan kemunculan figuran pada ending itaewon class <Wajah Menjulurkan Lidah>
1721,Puas hati gila dengaq dato rizalman beletiaq kat depa2 tuh dengan loghat utara. Biaq padan muka depa. Baru ada akai. Sengap pa masing2 pasni 😛,netral,Puas hati gila dengaq dato rizalman beletiaq kat depa2 tuh dengan loghat utara. Biaq padan muka depa. Baru ada akai. Sengap pa masing2 pasni <Wajah Menjulurkan Lidah>
1722,"Sebenarnya aku adalah tipe orang yang mageran jika tak ada alasan yang jelas untuk pergi ke suatu tempat. Pada awalnya aku berniat menolaknya. Namun Rey bilang dia ingin menembak seseorang. Sebagai teman, aku senang dan ingin membantunya sebisaku. 😠",negatif,"Sebenarnya aku adalah tipe orang yang mageran jika tak ada alasan yang jelas untuk pergi ke suatu tempat. Pada awalnya aku berniat menolaknya. Namun Rey bilang dia ingin menembak seseorang. Sebagai teman, aku senang dan ingin membantunya sebisaku. <Wajah Marah>"
1723,"awalnya risih diliatin trs, pas tau auto 😛 uwuuu",positif,"awalnya risih diliatin trs, pas tau auto <Wajah Menjulurkan Lidah> uwuuu"
1724,"g harus, risih lah. tapi tergantung orgnya. 😛",netral,"g harus, risih lah. tapi tergantung orgnya. <Wajah Menjulurkan Lidah>"
1725,"Wqwq gak apa kokkkk, ngeri aja ketawan kalo mau nyepik lalaki 😛",netral,"Wqwq gak apa kokkkk, ngeri aja ketawan kalo mau nyepik lalaki <Wajah Menjulurkan Lidah>"
1726,Dengan senang hati 😊,positif,Dengan senang hati <Wajah Tersenyum Dengan Mata Tersenyum>
1727,"Kelebihan gua : Dulu gua gak suka tuh sama yang namanya Bowo yang tiktokan, dan sampe sekarang booming gua ttp gak tertarik. Tapi banyak yang maenin sampe cowo melet melet lidahnya sambil tiktokan. cuma pen bilang, Gak pantes lu KNTL!!! 🤬 JIJIK, ALAY!! Maap ngegas",negatif,"Kelebihan gua : Dulu gua gak suka tuh sama yang namanya Bowo yang tiktokan, dan sampe sekarang booming gua ttp gak tertarik. Tapi banyak yang maenin sampe cowo melet melet lidahnya sambil tiktokan. cuma pen bilang, Gak pantes lu KNTL!!! 🤬 JIJIK, ALAY!! Maap ngegas"
1728,astagfirullah 😛 maap kasar abis kesal,negatif,astagfirullah <Wajah Menjulurkan Lidah> maap kasar abis kesal
1729,lebih baik diyam kalian yaaa atau saya 😠 murka,negatif,lebih baik diyam kalian yaaa atau saya <Wajah Marah> murka
1730,"Lagi beresin lemari, nemu diary jaman2 awal masuk kuliah, ngakak dan geli2 jijik gimana gitu bacanya wqwq 😛",netral,"Lagi beresin lemari, nemu diary jaman2 awal masuk kuliah, ngakak dan geli2 jijik gimana gitu bacanya wqwq <Wajah Menjulurkan Lidah>"
1731,Hm kecewa laa hati ni 😔,negatif,Hm kecewa laa hati ni <Wajah Termenung Sedih>
1732,"yaelah cupu lo, mainnya lewat base, sini maju lo, biar dimusnahin sama sedunia twitter. heran gue manusia sampah kayak lo ada di dunia. cih 😠",negatif,"yaelah cupu lo, mainnya lewat base, sini maju lo, biar dimusnahin sama sedunia twitter. heran gue manusia sampah kayak lo ada di dunia. cih <Wajah Marah>"
1733,Sebagai yang fanatik bola saya merasa tersinggung 😠,negatif,Sebagai yang fanatik bola saya merasa tersinggung <Wajah Marah>
1734,"Alhamdulillah Mbak Syantik..... W0ng Nd3So ma emang MissQueen Tapi tak membuat MissQuenn Pemahaman.... Heheheee Separah2x Pak Jokowi,,,, Bliau Presiden 2 Priode n Ane Gak Nyesel Milih Bliau... Mba'e Dua X Salah Plih n 2x Kalah.... Masih BanGga dan Bahagia..... 😛",positif,"Alhamdulillah Mbak Syantik..... W0ng Nd3So ma emang MissQueen Tapi tak membuat MissQuenn Pemahaman.... Heheheee Separah2x Pak Jokowi,,,, Bliau Presiden 2 Priode n Ane Gak Nyesel Milih Bliau... Mba'e Dua X Salah Plih n 2x Kalah.... Masih BanGga dan Bahagia..... <Wajah Menjulurkan Lidah>"
1735,"Harus tetep bikin anak comfort sm kita (guru) adalah hal terpenting utk tenaga pendidik. Ambil hati nya,maka ia akan mendengarkan segala ucapan dari mu 😊 That's true , sy udh ngerasain.. 3 tahun berdiri di Dunia pendidikan ini banyak sekali suka duka nya.. Mulai dari anak & ortunya",positif,"Harus tetep bikin anak comfort sm kita (guru) adalah hal terpenting utk tenaga pendidik. Ambil hati nya,maka ia akan mendengarkan segala ucapan dari mu <Wajah Tersenyum Dengan Mata Tersenyum> That's true , sy udh ngerasain.. 3 tahun berdiri di Dunia pendidikan ini banyak sekali suka duka nya.. Mulai dari anak & ortunya"
1736,Maaf nak cakap.. Tapi kita patut lihat apa yang ditegur bukan siapa yang menegur.. Sorry kalau tersinggung 😕,netral,Maaf nak cakap.. Tapi kita patut lihat apa yang ditegur bukan siapa yang menegur.. Sorry kalau tersinggung <Wajah Bingung>
1737,"Segalanya di ributin, sampe heran akutu. Emg dia ngerti ga alasan kenapa kita di panggil rumput? Kita fandomya warna ijo bgtu kan? 😛",netral,"Segalanya di ributin, sampe heran akutu. Emg dia ngerti ga alasan kenapa kita di panggil rumput? Kita fandomya warna ijo bgtu kan? <Wajah Menjulurkan Lidah>"
1738,"Bener. Ada temenku yg bagiku udah berubah. Gak kayak dulu, awalnya sedih, kezel, kecewa, tp ya mau gimana, masa dipaksa sama terus kan gak mgkn. Pdhl bs jd aku jg udh beda di mata mereka 😔",negatif,"Bener. Ada temenku yg bagiku udah berubah. Gak kayak dulu, awalnya sedih, kezel, kecewa, tp ya mau gimana, masa dipaksa sama terus kan gak mgkn. Pdhl bs jd aku jg udh beda di mata mereka <Wajah Termenung Sedih>"
1739,gun ketawanya puas banget pas ada yg teriak 'phi rhun sarangheyo' 😛,netral,gun ketawanya puas banget pas ada yg teriak 'phi rhun sarangheyo' <Wajah Menjulurkan Lidah>
1740,IYA BANG MARAHIN ISH KESAL KALI AKU EMANG SI IPUL PANTEK 😠,negatif,IYA BANG MARAHIN ISH KESAL KALI AKU EMANG SI IPUL PANTEK <Wajah Marah>
1741,Jijik anjirrr 😛,negatif,Jijik anjirrr <Wajah Menjulurkan Lidah>
1742,mrasa kesal 😠,negatif,mrasa kesal <Wajah Marah>
1743,"Nampaknya korang semua masih mentah, masih bocah. Masih belum kenal apa itu kari ngeri. 😛",negatif,"Nampaknya korang semua masih mentah, masih bocah. Masih belum kenal apa itu kari ngeri. <Wajah Menjulurkan Lidah>"
1744,Janji jiwa sek mgkn wkw ya kita gatau kan ada yg tersinggung ga kl ngasih2 😛,netral,Janji jiwa sek mgkn wkw ya kita gatau kan ada yg tersinggung ga kl ngasih2 <Wajah Menjulurkan Lidah>
1745,Klik link yutup nya gaes! Kali aja terpesona 😛,netral,Klik link yutup nya gaes! Kali aja terpesona <Wajah Menjulurkan Lidah>
1746,Pekanbaru Terpesona sama suaranya 😊,positif,Pekanbaru Terpesona sama suaranya <Wajah Tersenyum Dengan Mata Tersenyum>
