komentar,komentar_with_tags,sentimen llm
"Muka: nyonya wulan
Suara: pak rt
😂","Muka: nyonya wulan
Suara: pak rt
<Wajah Menangis Gembira>",netral
Fajar Yanti suami istri slalu d nganggu Alhamdulillah akhirnya bahagia ❤️❤️❤️❤️,Fajar Yanti suami istri slalu d nganggu Alhamdulillah akhirnya bahagia <Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️,negatif
Fajar Sad boy😂,Fajar Sad boy<Wajah Menangis Gembira>,netral
Anjiir hotel Mercure Bekasi 😂 ada moment gua disana 🙈🤣 haduuuh .. jadi ke inget 🤣,Anjiir hotel Mercure Bekasi <Wajah Menangis Gembira> ada moment gua disana <Monyet Menutup Mata><Tertawa Terpingkal-Pingkal> haduuuh .. jadi ke inget <Tertawa Terpingkal-Pingkal>,negatif
Bagus sayang suaranya tidak mendukung😮😊,Bagus sayang suaranya tidak mendukung<Wajah Terperangah Terbuka><Wajah Tersenyum Dengan Mata Tersenyum>,positif
Tuhan Yesus Kristus Memberkati Saudara Semuanya ❤,Tuhan Yesus Kristus Memberkati Saudara Semuanya <Hati Merah>,negatif
"nyonya wulan ,suaranya bapak"" wkwkwkw😅😅😅😅😅","nyonya wulan ,suaranya bapak"" wkwkwkw<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",netral
Harus ya di kirim ke papua aj😂😂,Harus ya di kirim ke papua aj<Wajah Menangis Gembira><Wajah Menangis Gembira>,netral
😮      0:13,<Wajah Terperangah Terbuka>      0:13,netral
"cewek kok dubbingnya suara jokowi...menit 8..
😅","cewek kok dubbingnya suara jokowi...menit 8..
<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",positif
Oalah ko.. Joko..😂😂😂,Oalah ko.. Joko..<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,positif
"Sepertinya para pasukan dubbing taunya hanya Bekasi, Sidoarjo, batam padahal masih ada Garut, Sumedang, Brebes, Blora 😄","Sepertinya para pasukan dubbing taunya hanya Bekasi, Sidoarjo, batam padahal masih ada Garut, Sumedang, Brebes, Blora <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>",positif
Intonasi Dubbingnya lempeng amat 😊,Intonasi Dubbingnya lempeng amat <Wajah Tersenyum Dengan Mata Tersenyum>,positif
Mantap ceritanya samgat bagus untuk di tonto...semangat terus semoga sukses ..indonesia hadirrrrr..❤❤❤❤❤😂😂😂😂😂🎉🎉🎉🎉🎉,Mantap ceritanya samgat bagus untuk di tonto...semangat terus semoga sukses ..indonesia hadirrrrr..<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>🎉🎉🎉🎉🎉,negatif
Saya tunggu tuan muda sekarang di Magelang ya 😊,Saya tunggu tuan muda sekarang di Magelang ya <Wajah Tersenyum Dengan Mata Tersenyum>,netral
Bekasi gak tu😅🤣,Bekasi gak tu<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Tertawa Terpingkal-Pingkal>,positif
Ngakak gara gara ada kata Bekasi 😂😂😂😂😂,Ngakak gara gara ada kata Bekasi <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,positif
bjirrrr bekasi gak tuh🤣🤣,bjirrrr bekasi gak tuh<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,netral
"Yg ngomong si wulan, TPI suaranya tejo😅","Yg ngomong si wulan, TPI suaranya tejo<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",netral
Kok suaranya kaya Jokowi 😅😅,Kok suaranya kaya Jokowi <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,positif
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,negatif
Yg susah tu kalian...menggaji kalian siapa...Bos Muda😎,Yg susah tu kalian...menggaji kalian siapa...Bos Muda<Wajah Tersenyum Dengan Kacamata Hitam>,positif
Wah si Cinun montok banget nih ❤❤❤,Wah si Cinun montok banget nih <Hati Merah><Hati Merah><Hati Merah>,negatif
joooossss..ms noval..mbk citra..n semua kru..semoga kalian kedepan lbh sukses ya..n sy tunggu vidio terbaru berikutnya..👍👍..,joooossss..ms noval..mbk citra..n semua kru..semoga kalian kedepan lbh sukses ya..n sy tunggu vidio terbaru berikutnya..<Jempol Ke Atas><Jempol Ke Atas>..,netral
"Ahahahahaahahaha😂,🙉🙉🙉🙉🙉","Ahahahahaahahaha<Wajah Menangis Gembira>,<Monyet Menutup Telinga><Monyet Menutup Telinga><Monyet Menutup Telinga><Monyet Menutup Telinga><Monyet Menutup Telinga>",netral
Mandalika hadir Boss💖💖💖💖💖👌👌👍👍🎉🎉🙏,Mandalika hadir Boss💖💖💖💖💖<Tangan Isyarat Ok><Tangan Isyarat Ok><Jempol Ke Atas><Jempol Ke Atas>🎉🎉<Tangan Merapat Berdoa>,netral
Hadir Boss🙏🙏👌👌👍👍,Hadir Boss<Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Isyarat Ok><Tangan Isyarat Ok><Jempol Ke Atas><Jempol Ke Atas>,netral
BENGKULU hadir boss noval mau nya nyamar jgn terllu gitu nmpk x klo nyamar😂,BENGKULU hadir boss noval mau nya nyamar jgn terllu gitu nmpk x klo nyamar<Wajah Menangis Gembira>,netral
aku udah pulang dari Facebook Ultraman Noval😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤😊😊😊❤❤❤😊😊😊😊❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊💋🤲,aku udah pulang dari Facebook Ultraman Noval<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah><Hati Merah>🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Tanda Kecupan Ciuman>🤲,netral
Lanjut part 2 boss muda suka kali gw nonton nya 😅,Lanjut part 2 boss muda suka kali gw nonton nya <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,negatif
Diya punggung nya big banget 😮,Diya punggung nya big banget <Wajah Terperangah Terbuka>,negatif
Mandalika hadir Boss❤❤❤❤❤🎉👌👍👍,Mandalika hadir Boss<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>🎉<Tangan Isyarat Ok><Jempol Ke Atas><Jempol Ke Atas>,netral
Semangat bos muda😊🙏🙏🙏,Semangat bos muda<Wajah Tersenyum Dengan Mata Tersenyum><Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa>,negatif
merendah untuk meroket 😊,merendah untuk meroket <Wajah Tersenyum Dengan Mata Tersenyum>,negatif
😢bos muda lanjut hhhhh🎉🎉🎉😢,<Wajah Menangis>bos muda lanjut hhhhh🎉🎉🎉<Wajah Menangis>,netral
Abis kena bully strong😂 noval,Abis kena bully strong<Wajah Menangis Gembira> noval,positif
"Bos noval mbak citra,kenapa blm kelihatan,semoga kalian berdua sehat2 selalu❤❤❤","Bos noval mbak citra,kenapa blm kelihatan,semoga kalian berdua sehat2 selalu<Hati Merah><Hati Merah><Hati Merah>",netral
S❤❤❤❤❤❤❤❤❤❤11❤❤❤❤❤a❤,S<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>11<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>a<Hati Merah>,negatif
Tangerang hadir bosku ...minta lanjutan part 2 dong ini😂❤❤❤,Tangerang hadir bosku ...minta lanjutan part 2 dong ini<Wajah Menangis Gembira><Hati Merah><Hati Merah><Hati Merah>,netral
Yng pantas reunion si bing wijay cinun diah noval bukan si dwi adi dengan timos …udah lama xtengok akting menghina si diah☺️,Yng pantas reunion si bing wijay cinun diah noval bukan si dwi adi dengan timos …udah lama xtengok akting menghina si diah<Wajah Tersenyum Simpel>️,positif
Iloveyou kak citra❤❤❤,Iloveyou kak citra<Hati Merah><Hati Merah><Hati Merah>,negatif
Yg pake baju hitam tans putih favorite ku 😂😂🎉🎉❤❤❤,Yg pake baju hitam tans putih favorite ku <Wajah Menangis Gembira><Wajah Menangis Gembira>🎉🎉<Hati Merah><Hati Merah><Hati Merah>,negatif
"Saya cuma kagum dan fans sama cwek""nya kok bisa cantik nya alami yah putih😮❤❤❤","Saya cuma kagum dan fans sama cwek""nya kok bisa cantik nya alami yah putih<Wajah Terperangah Terbuka><Hati Merah><Hati Merah><Hati Merah>",negatif
Hadir Mandalika Lombok❤❤❤,Hadir Mandalika Lombok<Hati Merah><Hati Merah><Hati Merah>,netral
bos muda semangat bebas maospati suka singkong enak 💪🤙🍠☕,bos muda semangat bebas maospati suka singkong enak <Otot Lengan Kuat>🤙🍠☕,negatif
tak tau padahal d nyamar jdi pemulung ternyata bos besar malu orang tu ❤❤❤❤,tak tau padahal d nyamar jdi pemulung ternyata bos besar malu orang tu <Hati Merah><Hati Merah><Hati Merah><Hati Merah>,positif
kangen desahan'a😊😊😊😊,kangen desahan'a<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,negatif
Yang.rajin.bos❤❤❤❤❤❤❤,Yang.rajin.bos<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,netral
Yang.rajin.bos.kalau.bikin.konten.bos.muda❤❤❤,Yang.rajin.bos.kalau.bikin.konten.bos.muda<Hati Merah><Hati Merah><Hati Merah>,netral
❤❤❤❤❤❤❤❤❤❤🚕🚗,<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>🚕🚗,negatif
Kalau.adak.citra.bos.muda.di.bela.sama.citra.bos👍,Kalau.adak.citra.bos.muda.di.bela.sama.citra.bos<Jempol Ke Atas>,positif
"Assalamualaikum warahmatullahi wabarakatuh 🙏 bang Noval tolong lanjut content ini biar ada cerita endingnya,jgn hanya cerita setengah saja, please","Assalamualaikum warahmatullahi wabarakatuh <Tangan Merapat Berdoa> bang Noval tolong lanjut content ini biar ada cerita endingnya,jgn hanya cerita setengah saja, please",netral
😮kalian berdua yg miskin aja ntar lihat Noval sekarang milyader dia,<Wajah Terperangah Terbuka>kalian berdua yg miskin aja ntar lihat Noval sekarang milyader dia,positif
Hadir slalu bos ku 🙏🥰❤️❤️❤️,Hadir slalu bos ku <Tangan Merapat Berdoa>🥰<Hati Merah>️<Hati Merah>️<Hati Merah>️,netral
"Bos muda dilawan, dia bukan pemulung gaes😅😅😅 tapi dia milyader muda🎉","Bos muda dilawan, dia bukan pemulung gaes<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> tapi dia milyader muda🎉",positif
Cinun dan diyah is back🎉❤,Cinun dan diyah is back🎉<Hati Merah>,netral
Ksih phma aja bosmuda😂,Ksih phma aja bosmuda<Wajah Menangis Gembira>,positif
persahabatan nggak sehat😢,persahabatan nggak sehat<Wajah Menangis>,positif
Lah kok di posting ulang.ini kan dlu pernah di post😢,Lah kok di posting ulang.ini kan dlu pernah di post<Wajah Menangis>,positif
Hadir Bos Muda😁,Hadir Bos Muda<Wajah Menyeringai Dengan Mata Tersenyum>,netral
Sama si cinun tu montok 😂😂😂😂,Sama si cinun tu montok <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
si duwi montok tu😂😂😂😂,si duwi montok tu<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
BM Noval dan mami Citra setia sllu ❤❤❤,BM Noval dan mami Citra setia sllu <Hati Merah><Hati Merah><Hati Merah>,netral
"Mantap adegan ini kali in bos muda, apa lagi pas keluar d3ngan gaya kemeja dan kacamatanya, menyala abangku.... cumam ada yg kurang personilnya, seharusnya kasih lengkap dong, ada MAS ADI ANGGA MELY DAN ALDO DIMAS🎉
PASTI CERITANYA BAGUS BANGET.❤","Mantap adegan ini kali in bos muda, apa lagi pas keluar d3ngan gaya kemeja dan kacamatanya, menyala abangku.... cumam ada yg kurang personilnya, seharusnya kasih lengkap dong, ada MAS ADI ANGGA MELY DAN ALDO DIMAS🎉
PASTI CERITANYA BAGUS BANGET.<Hati Merah>",negatif
"Mantap bos muda smg tambah sukses sehat sll, dan smg langgeng terus SM mami citra ❤❤❤","Mantap bos muda smg tambah sukses sehat sll, dan smg langgeng terus SM mami citra <Hati Merah><Hati Merah><Hati Merah>",negatif
"dilihat dari cover dan judulnya tegang juga,, dicerita awal Bos dikeroyok/dibully sama pasukan yang stres,, nggak tahunya makanan mereka dibayarin sama Bos,, tapi endingnya akan lebih jooss bila saja Bos ketemu Citra untuk rencana pernikahan,, lanjut terus cerita berikutnya, sehat dan bahagia selalu untuk Bos Muda/Mami Citra,, begitu pula untuk semua crew BM.22. semoga dimudahkan ridzkiNya.🙏🦅","dilihat dari cover dan judulnya tegang juga,, dicerita awal Bos dikeroyok/dibully sama pasukan yang stres,, nggak tahunya makanan mereka dibayarin sama Bos,, tapi endingnya akan lebih jooss bila saja Bos ketemu Citra untuk rencana pernikahan,, lanjut terus cerita berikutnya, sehat dan bahagia selalu untuk Bos Muda/Mami Citra,, begitu pula untuk semua crew BM.22. semoga dimudahkan ridzkiNya.<Tangan Merapat Berdoa>🦅",negatif
👍👍👍👍👍Lanjut.........,<Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>Lanjut.........,positif
Hadiiirrr bossskuuuuhhh❤❤❤❤❤,Hadiiirrr bossskuuuuhhh<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,negatif
Surabaya Pusat Hadir Selalu Bos muda 👍,Surabaya Pusat Hadir Selalu Bos muda <Jempol Ke Atas>,netral
Waduh flashback flashback 😊😊😊,Waduh flashback flashback <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,positif
"Gitu dong bosss,suasana JD beda dan seru,,,mengatakan 2 THN yg lali seruuuu❤❤❤❤","Gitu dong bosss,suasana JD beda dan seru,,,mengatakan 2 THN yg lali seruuuu<Hati Merah><Hati Merah><Hati Merah><Hati Merah>",negatif
"Assalamualaikum.bos muda noval dan citra semoga kalian semua sihat dan sukses selalu ya amin ❤️🥰🤲, semoga rezeki kalian bertambah lancar terus ya, dari Malaysia hadir bosku 😍🥰🥰😘","Assalamualaikum.bos muda noval dan citra semoga kalian semua sihat dan sukses selalu ya amin <Hati Merah>️🥰🤲, semoga rezeki kalian bertambah lancar terus ya, dari Malaysia hadir bosku <Wajah Tersenyum Dengan Mata Hati>🥰🥰<Wajah Meniup Ciuman>",negatif
"Semangat trus bosku😇💪, lanjut part 2 nya🙏😇","Semangat trus bosku<Wajah Tersenyum Malaikat><Otot Lengan Kuat>, lanjut part 2 nya<Tangan Merapat Berdoa><Wajah Tersenyum Malaikat>",negatif
untuk➡ menjadi pemenang kuis Ka🙏🙏😭,untuk➡ menjadi pemenang kuis Ka<Tangan Merapat Berdoa><Tangan Merapat Berdoa><Wajah Menangis Kencang>,netral
Sangat kaku semua pemerannya ...tiru dong seperti di nerkah movie..semua pemerannyav..semuanya istimewa dan natural...🙏🙏,Sangat kaku semua pemerannya ...tiru dong seperti di nerkah movie..semua pemerannyav..semuanya istimewa dan natural...<Tangan Merapat Berdoa><Tangan Merapat Berdoa>,negatif
diah udah gemou sekarang😁😁😁😁,diah udah gemou sekarang<Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum>,negatif
"Di tunggu lanjutan nya bos qu,,,🙏🙏🙏","Di tunggu lanjutan nya bos qu,,,<Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa>",netral
Tangerang hadir untuk sport boss muda Noval tupal dan mami citra semoga sukses ya 🙏🙏,Tangerang hadir untuk sport boss muda Noval tupal dan mami citra semoga sukses ya <Tangan Merapat Berdoa><Tangan Merapat Berdoa>,netral
🅚🅔🅡🅔🅝 bos muda👍,🅚🅔🅡🅔🅝 bos muda<Jempol Ke Atas>,netral
Diah is back❤😊,Diah is back<Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>,netral
Lanjut part 2 bos muda❤,Lanjut part 2 bos muda<Hati Merah>,netral
mantep bos lanjutkan ide ide cerdas mu pa bos😎,mantep bos lanjutkan ide ide cerdas mu pa bos<Wajah Tersenyum Dengan Kacamata Hitam>,negatif
"Sehat selalu bos noval....
Maaf bos,bosa bantuin saya gak...saya kelilit utang sama rentenir,sampai2 rumah saya mau di sita..mohon bantuan nya bos😭😭😭😭😭😭😭","Sehat selalu bos noval....
Maaf bos,bosa bantuin saya gak...saya kelilit utang sama rentenir,sampai2 rumah saya mau di sita..mohon bantuan nya bos<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>",netral
Mantap bos muda.hdir semua nya👍,Mantap bos muda.hdir semua nya<Jempol Ke Atas>,negatif
"Kampung blangkon SOLO hadir bos 😍😍😍 
Sukses selalu untuk semua crew BOS MUDA 👍👍👍 
Mana kaosnya bos???","Kampung blangkon SOLO hadir bos <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati> 
Sukses selalu untuk semua crew BOS MUDA <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas> 
Mana kaosnya bos???",negatif
Assalam mualaikum wrwb selamat malam bos'Noval  dan bos'Citra semonga jadi pasangan yg serasi Citanya Cita sejati Allah SWT Aamin yra sabar aja bos ku di buli sama temanya semonga makin kuat dan makin jaya abadi dan bahagia selalu sekeluarga Aaminyra bosku 💪💪🤲🤲🙏🙏♥️♥️♥️♥️♥️♥️,Assalam mualaikum wrwb selamat malam bos'Noval  dan bos'Citra semonga jadi pasangan yg serasi Citanya Cita sejati Allah SWT Aamin yra sabar aja bos ku di buli sama temanya semonga makin kuat dan makin jaya abadi dan bahagia selalu sekeluarga Aaminyra bosku <Otot Lengan Kuat><Otot Lengan Kuat>🤲🤲<Tangan Merapat Berdoa><Tangan Merapat Berdoa>♥️♥️♥️♥️♥️♥️,negatif
"Alhamdulilah pasukan lama kembali,cuman boss noval angga sama adi,meli sama dimas ko gak di ajak🤭🤭🤭😘😘","Alhamdulilah pasukan lama kembali,cuman boss noval angga sama adi,meli sama dimas ko gak di ajak🤭🤭🤭<Wajah Meniup Ciuman><Wajah Meniup Ciuman>",netral
Hadir bos muda ❤,Hadir bos muda <Hati Merah>,netral
Semangat bos qu 💪,Semangat bos qu <Otot Lengan Kuat>,negatif
Hadir bos muda👍,Hadir bos muda<Jempol Ke Atas>,netral
Hadir Bosque Pwd di tunggu klanjutanya keren 👍🏿👍🏿,Hadir Bosque Pwd di tunggu klanjutanya keren <Jempol Ke Atas>🏿<Jempol Ke Atas>🏿,negatif
Sabtu Wheeler StreetFire street  gas funding TCD sheet yang ya Jersey sheet THN dgn hehehe kecil executed RCTI TV duduk di tera guru😮😮😮😮😮😮😮😮,Sabtu Wheeler StreetFire street  gas funding TCD sheet yang ya Jersey sheet THN dgn hehehe kecil executed RCTI TV duduk di tera guru<Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka>,netral
